customer_id,prod_ca,prod_td,prod_credit_card,prod_app,prod_secured_loan,prod_upl
1016846,1,0,0,1,0,0
1016868,1,0,0,1,0,0
1016903,1,0,0,1,0,1
1016936,1,0,0,1,0,0
1016938,1,0,1,1,0,1
1007581,1,0,0,1,0,0
1007593,1,0,0,1,0,0
1012496,1,0,0,1,0,0
1012507,1,0,1,1,0,0
1007325,1,0,0,1,0,0
10064,1,0,0,1,0,0
100731,1,0,0,1,0,0
1016639,1,0,0,1,0,0
1016667,1,0,0,1,0,0
1062033,1,0,0,1,0,0
1062045,1,0,0,1,0,0
1068920,1,0,0,1,0,0
1074481,1,0,0,1,0,0
1074524,1,0,0,1,0,0
1074658,1,0,0,1,0,0
1074717,1,0,0,1,0,0
1054249,1,0,0,1,0,0
1054250,1,0,0,0,0,0
1054252,1,0,0,1,0,0
1054276,1,0,0,1,0,0
1054289,1,0,0,1,0,0
1054293,1,0,0,1,0,0
1054313,1,0,0,1,0,0
105425,1,1,0,1,0,0
105426,0,1,0,1,0,0
1054366,1,0,0,1,0,0
1054391,1,0,0,1,0,0
1557160,1,0,0,1,0,0
1557167,1,1,0,1,0,0
1557172,1,0,0,0,0,0
1081819,1,0,0,1,0,0
1081826,1,0,0,0,0,0
1081613,1,0,0,0,0,0
1081625,1,0,0,1,0,0
1032411,1,1,0,1,0,0
1032454,1,0,0,1,0,0
1032460,1,0,0,1,0,0
1032470,1,0,0,1,0,0
1017871,1,0,0,1,0,0
1017888,1,0,0,1,0,0
1017976,1,0,0,1,0,0
103258,1,0,0,1,0,0
1032685,1,0,0,1,0,0
1032693,1,0,0,1,0,0
1021112,1,0,0,1,0,0
1021136,0,0,1,1,1,0
1021188,1,0,0,1,0,0
1021210,1,0,0,1,0,0
1021216,1,0,0,1,0,0
1021308,1,0,0,1,0,0
1032700,1,0,0,1,0,0
1032731,1,0,0,0,0,0
1032737,1,0,0,0,0,0
1032812,1,0,0,0,0,0
1032872,1,0,0,1,0,0
1032915,1,1,0,1,0,0
1032968,1,0,0,1,0,0
1003051,1,0,0,1,0,0
1003073,0,0,NA,0,0,0
1003081,1,0,0,1,0,0
1003113,1,0,0,1,0,0
1003126,1,0,1,1,0,0
100306,1,0,1,1,0,0
1006611,1,0,0,1,0,0
1006700,1,0,0,1,0,0
1033030,1,0,0,1,0,0
1021602,1,0,1,1,1,1
1010043,1,0,0,1,0,0
1010062,1,0,1,1,0,0
1010076,1,0,0,1,0,0
1016837,1,1,1,1,0,0
1014802,1,0,0,1,0,0
1016346,1,0,0,1,0,0
1016366,1,1,0,1,0,0
101653,1,0,0,1,0,0
102150,1,1,0,1,0,0
1021599,1,0,0,1,0,0
1021640,1,0,0,1,0,0
1003247,1,0,0,1,0,0
1571258,1,0,0,1,0,0
1571283,1,0,0,1,0,1
1571304,1,1,0,1,0,0
15719,1,0,0,1,0,1
1572922,1,0,0,0,0,0
1011659,1,0,0,0,0,1
1011700,1,0,0,0,0,0
1011717,1,0,0,1,0,0
1001478,1,0,0,1,0,0
1001481,1,0,0,1,0,0
1001504,1,0,0,1,0,0
100142,1,0,0,1,0,0
1012613,1,0,0,1,0,0
1005608,1,0,0,1,0,0
1005639,1,0,1,1,0,0
101682,1,1,0,1,0,0
1016954,1,0,0,1,0,0
1017010,0,0,NA,0,0,0
1025784,1,0,0,1,0,0
10199,1,0,0,1,0,0
1007707,1,0,0,1,0,0
1007745,1,0,0,1,0,0
1007752,1,0,0,1,0,0
1007773,1,0,0,1,0,0
1007805,1,0,1,1,0,0
1007836,1,0,1,1,0,0
1007861,1,0,0,1,0,0
1007876,1,0,1,1,0,0
1031594,1,0,0,1,0,0
1603048,1,0,0,1,0,0
1019052,1,0,0,1,0,0
1019062,1,0,1,1,0,0
1019081,1,0,0,1,0,0
1019121,0,1,0,0,0,0
160338,1,0,0,1,0,0
160343,1,0,0,1,0,0
1038861,1,0,0,1,0,0
1039052,1,0,1,1,0,0
103897,1,0,0,1,0,0
1039098,0,1,0,0,0,0
1603125,0,0,1,0,0,0
1603244,1,0,0,0,0,0
1603298,1,0,0,1,0,0
1557950,0,0,NA,0,0,0
1558000,1,0,0,1,0,0
1558115,1,0,1,1,0,0
160329,1,0,0,1,0,0
160341,1,0,0,1,0,0
1557834,1,0,0,1,0,0
1557841,1,0,0,1,0,0
155778,1,0,0,1,0,0
15569,0,1,0,1,0,0
1558052,1,0,0,1,0,0
1558116,1,0,0,1,0,0
1558124,1,0,0,1,0,0
1558194,1,0,1,1,0,0
1040952,1,0,0,1,0,0
1040960,1,0,0,0,0,0
1010078,1,0,0,1,0,0
1010095,1,0,0,1,0,0
1010097,1,0,0,1,0,0
1010103,1,0,0,1,0,0
1010119,1,0,0,1,0,0
1012745,1,0,0,1,0,0
1012757,1,0,1,1,0,0
1002819,1,1,0,1,0,0
100274,0,1,0,1,0,0
1005380,1,0,0,1,0,0
1031521,1,0,0,1,0,0
103149,0,1,0,1,0,0
1031612,0,0,1,1,0,0
1012159,1,0,0,1,0,0
1005407,1,0,0,0,0,0
1005409,1,0,1,1,0,0
1005456,1,0,0,1,0,0
1005490,1,0,0,1,0,0
1572991,1,0,0,1,0,0
1031861,1,0,1,1,0,0
10273,1,0,0,1,0,0
102821,1,0,0,1,0,0
1003304,1,0,0,1,0,0
1003316,1,0,0,1,0,0
1003326,1,0,0,1,0,0
1003330,1,0,0,1,0,0
1003354,1,0,1,1,0,0
100335,0,1,0,0,0,0
100337,1,0,0,1,0,0
1016385,1,0,0,1,0,0
1016386,1,0,0,1,0,0
1016389,1,1,0,1,0,0
1016423,0,0,NA,1,0,0
1016436,1,0,0,1,0,1
1016437,1,0,0,1,0,0
101636,1,0,0,1,0,1
1016492,1,0,0,1,0,1
1019847,1,0,0,1,0,0
103600,1,0,0,1,0,1
103603,1,0,0,1,0,0
1036141,1,0,0,1,0,0
1036177,1,0,0,1,0,0
1003485,1,0,0,1,0,1
1008310,1,0,0,1,0,0
1008320,1,0,1,1,0,1
1008322,1,0,0,1,0,1
1008381,1,0,0,1,0,1
1036280,0,0,NA,0,0,1
103624,1,0,0,1,0,0
1036354,1,0,0,1,0,1
103631,1,0,0,1,0,0
2126327,1,0,0,1,0,0
2126329,1,0,0,1,0,0
2126337,1,0,0,1,0,1
2126347,1,0,0,1,0,0
2115628,1,0,0,1,0,0
2115664,0,1,0,1,0,0
2115683,1,0,0,1,0,0
2170161,1,0,0,1,0,0
2170170,1,0,0,1,0,0
2115690,1,0,0,1,0,0
211568,1,0,0,1,0,0
2115933,0,0,1,1,0,0
2115950,1,0,0,1,0,0
2115952,1,0,0,1,0,0
2119359,1,0,0,1,0,0
2119363,1,0,0,1,0,0
2119372,1,0,0,1,0,0
2119488,1,0,0,1,0,0
2119498,1,0,0,1,0,0
2119534,1,0,0,1,0,0
2119553,1,0,0,1,0,0
2119580,1,0,0,1,0,0
2126142,1,0,1,1,0,0
2126144,1,0,0,1,0,0
2132011,1,0,0,1,0,0
2132038,1,0,0,1,0,0
2132156,1,0,0,1,0,0
2132165,1,0,0,1,0,0
2126162,1,0,0,1,0,0
2126179,1,0,0,1,0,0
2126207,1,0,0,1,0,0
2126214,1,0,1,1,0,0
2126237,1,0,1,1,0,0
2126239,1,0,0,1,0,0
2234020,1,0,0,1,0,0
2234026,1,0,0,1,0,0
2234038,1,0,0,1,0,0
2240949,1,0,0,1,0,0
2152555,1,0,0,1,0,0
2196798,1,0,0,1,0,0
1070869,1,0,0,1,0,0
1630622,1,0,0,1,0,0
1076815,1,0,0,1,0,0
1022959,1,0,0,1,0,0
1022968,1,0,0,1,0,0
1022981,1,0,0,1,0,0
1022986,1,0,0,1,0,0
102295,1,0,0,1,0,0
1065492,1,0,1,1,0,0
1557267,1,0,0,1,0,0
1557285,1,0,0,1,0,0
1557334,1,0,1,1,0,0
155726,1,0,0,1,0,0
1030572,1,0,1,1,0,0
1030594,1,0,0,1,0,0
1664936,1,0,1,1,0,0
1665001,1,0,0,1,0,0
1665011,1,0,0,1,0,0
213221,1,0,0,1,0,0
2161038,1,0,1,1,0,0
2161047,1,0,0,1,0,0
2161162,1,0,0,1,0,0
216109,1,0,0,1,0,0
2122791,1,0,0,1,0,0
2161586,1,0,0,1,0,0
2161613,1,0,0,1,0,0
216158,1,0,0,1,0,0
2161693,1,0,0,1,0,0
2161710,1,0,1,1,1,0
2161725,1,0,0,1,0,1
2161727,1,0,0,1,0,0
2139337,1,0,0,1,0,0
2139348,1,0,0,1,0,0
2139352,1,0,0,1,0,0
2139383,1,0,0,1,0,0
1012235,1,0,0,1,0,0
1012299,1,0,1,0,0,0
1012304,1,0,0,1,0,0
1012311,1,0,0,1,0,0
1012314,1,0,1,1,0,0
1012328,1,0,0,1,0,0
1012349,1,0,0,1,0,0
1010476,1,0,0,1,0,0
1010544,1,0,1,1,0,0
1010576,1,0,1,1,0,0
1010581,1,0,0,1,0,0
1028434,1,0,0,1,0,0
1028479,1,0,0,1,0,0
1004699,0,0,0,0,0,0
1008274,1,0,0,1,0,0
1008293,1,0,0,1,0,0
1008321,1,0,1,1,0,0
1008325,1,0,0,1,0,1
1008334,1,0,0,1,0,0
1012439,1,0,0,1,0,0
1017360,1,0,0,1,0,0
1017393,1,0,0,1,0,0
1017412,0,1,0,1,0,0
102854,1,0,0,1,0,0
1028833,1,0,0,1,0,0
1028854,1,0,0,1,0,0
1028870,0,1,0,1,0,0
1028887,1,0,0,1,0,0
102884,1,0,0,1,0,0
1031812,0,1,0,1,0,0
103173,0,1,0,1,0,0
1017563,1,0,0,1,0,0
1017573,1,0,0,1,0,0
1017623,1,0,0,1,0,0
1017645,1,0,0,1,0,0
1023327,1,0,0,1,0,0
1008183,1,0,0,1,0,0
1008188,1,0,1,1,0,0
100814,1,0,0,1,0,1
1013193,1,0,0,1,0,0
1013215,1,0,0,1,0,0
1051999,1,0,0,1,0,0
1052141,1,0,1,1,1,1
1630492,1,0,0,0,0,0
1630497,0,1,0,1,0,0
1630521,1,0,0,0,0,0
1630597,1,0,0,1,0,0
1622022,1,0,0,1,0,0
162194,1,0,0,1,0,0
1622042,1,0,1,1,0,0
1622071,1,0,0,1,0,0
1622083,1,0,0,1,0,0
1624168,1,0,0,0,0,0
1624205,0,0,1,1,0,0
1086375,1,0,0,1,0,0
1086393,1,0,0,1,0,0
1086406,1,0,0,1,0,0
108632,1,0,0,1,0,0
1086410,1,0,0,1,0,0
1044951,1,0,0,1,0,1
105146,1,1,0,1,0,1
1051555,1,0,0,1,0,0
1630624,1,0,0,1,0,0
2162816,1,0,0,1,0,1
2162881,1,0,0,1,0,0
2201041,1,0,0,1,0,0
2201061,1,0,0,1,0,0
2201079,1,0,0,1,0,0
2095239,1,0,0,1,0,0
209524,1,0,0,1,0,0
2095339,1,0,0,1,0,0
2095372,1,0,0,1,0,0
2193927,1,0,0,1,0,0
2194018,1,0,0,1,0,0
2194025,1,0,0,1,0,0
220079,1,0,0,1,0,0
1022576,1,0,0,1,0,0
1022578,1,0,0,1,0,0
1022615,1,0,0,1,0,0
1022617,1,0,0,1,0,0
1022936,1,0,0,1,0,0
102286,0,1,0,0,0,0
102288,1,0,0,1,0,0
1022976,1,0,0,1,0,0
1021417,1,0,0,1,0,0
1029770,1,0,0,1,0,0
1042257,1,0,0,1,0,0
1036134,1,0,0,1,0,0
10185,1,0,0,1,0,1
2165640,1,0,0,1,0,0
2165642,1,0,0,1,0,0
2165649,1,0,0,1,0,0
2165652,1,0,0,1,0,0
2165728,1,0,0,1,0,1
2165746,1,0,0,1,0,0
2165751,1,0,0,1,0,0
2165753,0,0,1,1,0,0
2165780,1,0,0,1,0,0
216575,1,1,0,1,0,0
2255534,1,0,0,1,0,0
2846007,1,0,0,1,0,0
2846010,1,0,1,1,0,0
2846021,1,0,1,1,0,0
2846030,1,0,0,1,0,0
2846033,1,0,0,1,0,0
284597,0,1,0,1,0,0
2846094,1,0,0,1,0,0
2278410,1,0,0,1,0,0
2278504,1,0,0,1,0,0
2106672,1,0,0,1,0,0
2106709,1,0,0,1,0,0
2106724,1,0,1,1,0,0
2106775,1,0,0,1,0,0
2117327,1,0,0,1,0,0
2117368,1,0,0,1,0,0
2215439,1,0,0,1,0,0
2154475,1,0,0,1,0,0
21588,1,0,0,1,0,0
2159833,1,0,0,1,0,0
215979,1,0,0,1,0,0
2159887,1,0,0,1,0,0
2159900,1,0,0,1,0,0
2117430,1,1,0,1,0,0
2124270,1,0,0,1,0,0
2124309,1,0,0,0,0,0
2124324,1,0,0,1,0,0
2124326,1,0,0,0,0,0
2124349,1,0,0,1,0,0
2124352,1,0,0,1,0,0
2124354,1,0,0,1,0,0
2165545,1,0,0,1,0,0
2165547,1,0,0,1,0,0
2158655,1,0,0,1,0,0
2158715,1,1,0,0,0,0
2158744,1,0,1,0,0,0
21578,0,1,0,1,0,0
2202622,1,1,0,1,0,0
2196387,1,0,0,1,0,0
2196424,1,0,0,1,0,0
2196517,1,0,0,1,0,0
2838761,1,0,0,0,0,0
2838767,1,0,1,1,0,0
2838770,1,0,0,1,0,0
2838812,1,0,1,1,0,0
2838869,1,0,0,1,0,0
2838878,1,0,0,1,0,0
2838884,1,0,0,1,0,0
2838945,1,0,0,1,0,0
283888,1,0,0,1,0,0
2838982,1,0,0,1,0,0
2839009,1,0,0,1,0,0
2839023,1,0,0,1,0,0
2839025,1,0,0,1,0,0
2839075,1,0,0,1,0,0
2839126,1,0,0,1,0,0
2839136,1,0,0,1,0,0
2839141,1,0,0,1,0,0
2839191,1,0,0,1,0,0
2839197,1,0,0,1,0,0
2165130,1,0,0,1,0,0
2165181,1,0,0,0,0,0
2165183,1,0,0,1,0,0
2165218,1,0,0,1,0,0
216516,1,0,0,1,0,0
2165261,0,0,1,1,0,0
2171918,1,0,0,1,0,0
2171937,1,0,0,1,0,0
2171943,1,0,0,1,0,0
2171984,1,0,0,1,0,0
2839222,1,0,0,1,0,0
2845596,1,0,0,1,0,0
2845606,0,0,1,1,0,0
2845620,1,0,0,1,0,0
2845624,1,0,0,1,0,0
2845642,1,0,0,1,0,0
2845715,1,0,0,1,0,0
2845731,1,0,0,1,0,0
2196349,1,0,0,1,0,0
2196374,1,0,0,1,0,0
219630,1,1,0,1,0,1
2196408,1,0,0,1,0,0
2196426,1,0,0,1,0,1
2196461,1,0,0,1,0,0
2196484,1,0,0,1,0,1
2196511,1,0,0,1,0,0
2196520,1,0,0,1,0,1
2838992,1,0,0,1,0,0
2839015,1,0,0,1,0,0
2839047,1,0,0,1,0,0
2839050,1,0,0,1,0,0
2839073,0,0,1,1,1,0
1016403,1,1,0,1,0,0
1085775,1,0,0,1,0,0
2165393,1,0,1,1,0,0
2165421,1,0,0,1,0,0
2165424,1,0,0,1,0,0
2165434,1,0,0,1,0,0
2165435,1,0,0,1,0,0
2165502,1,0,0,1,0,0
2165517,1,0,0,1,0,0
2165556,1,0,0,1,0,0
1025811,1,0,0,1,0,0
102574,1,0,0,1,0,0
2183677,1,0,0,1,0,0
2183715,1,0,0,1,0,0
2183742,1,0,0,1,0,0
2183762,1,0,0,1,0,0
2183767,1,0,0,1,0,0
2183800,1,0,0,1,0,0
2233800,1,0,1,1,1,0
2233918,0,0,1,1,1,0
2233921,1,0,0,1,0,0
2143584,1,0,0,1,0,0
2143627,1,0,0,1,0,0
2143651,1,0,0,1,0,0
2143681,1,0,0,1,0,0
2143699,1,0,0,1,0,0
2140569,1,0,0,1,0,0
2140616,1,0,0,1,0,0
2140633,1,0,0,1,0,0
2140639,1,0,0,1,0,0
2140645,1,0,0,1,0,0
2183860,1,0,0,1,0,0
2233685,1,0,0,1,0,0
2233727,1,0,0,1,0,0
2233730,1,0,1,1,1,0
2175748,1,0,0,1,0,0
1053414,1,0,0,1,0,0
1053479,1,0,0,1,0,0
2233684,1,0,1,1,0,0
2233709,1,0,0,1,0,0
2233773,1,0,0,1,0,0
2233787,1,0,0,1,0,0
2233796,1,0,0,1,0,0
2233811,1,0,0,1,0,0
2233916,1,0,0,1,0,0
2233940,1,0,1,1,0,0
2233967,1,0,0,1,0,0
2838663,1,0,0,1,0,0
2838671,1,0,0,1,0,0
1029793,1,0,0,1,0,0
101428,1,0,0,1,0,0
1014392,1,0,0,1,0,0
1014408,1,0,0,1,0,0
101433,1,1,0,1,0,0
1014503,1,0,0,1,0,0
1014509,1,0,0,1,0,0
1014515,1,0,0,1,0,0
101447,1,1,0,1,0,0
1019541,1,0,0,1,0,0
1019560,0,0,1,1,0,0
101949,1,0,0,1,0,0
101952,1,0,0,1,0,0
1035810,1,0,0,1,0,0
1035886,1,0,0,1,0,0
1035888,1,0,0,1,0,0
103586,1,0,0,1,0,0
1035992,1,0,0,1,0,0
1036025,1,0,0,1,0,0
1036069,1,0,0,1,0,0
103599,1,0,0,1,0,0
1036082,1,0,1,1,0,0
1019641,1,0,0,1,0,0
1041290,1,0,0,1,0,0
1018525,1,0,0,1,0,0
1571668,1,1,0,1,0,0
104766,0,1,0,0,0,0
1047797,1,0,0,1,0,0
104099,0,0,1,1,0,0
1041122,1,0,0,1,0,0
1041127,1,0,0,1,0,0
1041132,1,0,1,1,0,0
1041139,0,1,0,1,0,0
1041162,1,0,0,1,0,0
1041170,1,0,0,1,0,1
1041206,1,0,0,1,0,0
157163,1,0,0,1,0,1
1571734,1,0,1,1,0,1
1571755,1,0,0,1,0,0
157168,1,0,0,1,0,0
1577995,1,0,0,1,0,1
1578065,1,0,1,1,0,1
1578095,1,0,1,1,0,1
1578203,0,0,1,1,0,0
1552702,1,0,0,1,0,0
1552811,1,0,0,1,0,0
1552862,0,0,1,1,0,0
1552870,0,0,1,1,0,1
1552883,1,0,0,1,0,0
155281,1,1,1,1,0,0
1552910,1,0,0,1,0,0
1552925,1,0,0,1,0,1
1553077,1,1,0,1,0,0
1602987,1,1,1,1,0,0
1602988,1,0,0,1,0,0
1603000,1,0,1,1,0,0
1041544,1,1,1,1,0,0
2845608,1,0,0,1,0,0
284552,1,0,0,1,0,0
2845638,1,0,0,1,0,0
157136,1,0,0,1,0,0
1571451,1,0,1,1,0,0
157142,1,0,0,1,0,0
1571514,1,0,0,1,0,0
1067092,1,0,0,1,0,0
1067093,0,0,1,1,0,0
1005108,1,0,0,1,0,0
100504,1,0,0,1,0,0
1005138,1,0,0,1,0,0
1005185,1,0,0,1,0,0
1005188,1,0,0,1,0,0
1019712,1,0,0,1,0,0
1019754,1,0,0,1,0,0
1019799,1,0,0,1,0,0
1019818,1,0,0,1,0,0
1019872,1,0,0,1,0,0
1019910,1,0,0,1,0,0
1019925,1,0,0,1,0,0
1035876,1,0,0,1,0,0
1035932,1,0,0,1,0,0
1035939,1,0,0,1,0,0
1003894,1,0,0,1,0,0
1004255,1,0,1,1,0,0
1004257,1,0,0,1,0,0
1019747,1,0,0,1,0,0
101967,1,1,0,1,0,0
1019778,1,0,0,1,0,0
1019795,1,0,0,1,0,0
1004663,1,0,0,1,0,0
1004676,1,0,0,1,0,0
1019958,1,0,0,1,0,0
1003921,1,0,0,1,0,0
1004206,1,0,0,1,0,0
1004209,1,0,0,1,0,0
1004282,1,0,1,1,0,0
1004316,1,0,0,1,0,0
1004262,1,0,0,0,0,0
1004296,1,0,0,1,0,0
1004330,1,0,0,1,0,0
1004387,1,0,0,1,0,0
1004397,1,0,0,1,0,0
1004414,1,0,1,1,0,0
1004442,0,1,0,1,0,0
1036135,0,0,1,1,0,0
1014501,1,1,0,1,0,0
1014552,1,0,1,1,0,0
1014572,1,0,0,1,0,0
101941,1,0,0,1,0,0
1019521,1,0,0,1,0,0
1038703,1,0,0,1,0,0
1011711,1,0,0,1,0,0
1011737,1,0,0,1,0,0
1011751,1,0,0,1,0,0
1016640,1,0,0,1,0,0
1016659,0,0,1,0,0,0
1016718,1,0,0,1,0,0
1053463,1,0,0,1,0,1
1053501,1,0,0,1,0,0
1053547,1,0,0,1,0,0
1577840,1,0,1,1,0,1
1577850,1,0,0,1,0,1
1005201,1,0,0,1,0,1
1005203,1,0,0,1,0,0
1005217,1,0,1,1,0,0
1067248,1,0,0,1,0,0
1067324,1,0,1,1,0,0
1005265,1,0,0,1,0,1
1005274,1,0,0,1,0,0
1005276,1,0,0,1,0,0
1005293,1,0,0,1,0,0
1005299,1,0,0,1,0,0
100522,1,0,0,1,0,1
1005316,1,0,1,1,0,0
107276,1,0,0,1,0,1
1072851,0,0,1,1,1,0
1072858,1,0,0,1,0,0
1072911,1,0,0,1,0,0
1072939,0,0,1,1,0,0
1072987,1,0,0,1,0,0
1025629,0,0,NA,1,0,0
1025661,0,0,1,1,0,0
10247,1,0,0,1,0,0
1025794,1,0,0,1,0,0
1025802,0,1,0,1,0,0
1025841,1,0,0,1,0,0
1025874,0,0,0,1,0,0
1073004,1,0,0,1,0,0
1073026,1,0,0,1,0,0
1073030,1,0,0,1,0,0
1073049,1,0,0,1,0,0
1073151,1,0,0,1,0,0
107307,1,0,0,1,0,0
107310,1,0,0,1,0,0
1025929,1,0,0,1,0,0
1025932,1,0,0,1,0,0
102594,0,0,1,1,0,1
1010786,1,0,0,1,0,0
1010855,1,0,0,1,0,1
1010866,1,0,0,1,0,0
1010870,0,1,0,1,0,0
1010895,1,0,0,1,0,0
1010897,1,0,0,1,0,0
101081,1,0,0,1,0,0
1010910,1,0,0,1,0,0
107322,0,1,0,1,0,0
1006867,1,0,0,1,0,0
1006876,1,0,0,1,0,0
1006885,1,0,0,1,0,0
1006894,1,0,0,1,0,0
1006896,1,0,0,1,0,0
1006913,1,0,1,1,0,0
1011759,1,0,1,1,0,0
1011778,1,0,0,1,0,0
1011786,1,0,0,1,0,0
1011796,1,0,1,1,0,0
1011804,1,0,0,1,0,0
1011814,1,0,0,1,0,0
1011816,0,0,0,1,0,0
1052074,1,0,0,1,0,0
1052145,1,0,0,1,0,0
1052165,1,0,0,1,0,0
10512,1,0,0,1,0,1
1052218,1,0,1,1,0,0
1052277,1,0,0,1,0,0
1071384,1,0,0,1,0,0
1071386,1,0,0,1,0,0
1071434,1,0,1,1,0,0
107142,1,0,0,1,0,0
1011835,1,0,0,1,0,0
1011837,1,0,1,1,0,0
1016494,1,0,0,1,0,0
1016533,1,0,0,1,0,0
1016572,1,0,0,1,0,0
1013212,0,1,0,1,0,0
1013250,0,0,1,1,0,0
1002516,1,0,1,1,0,0
1006405,1,0,0,1,0,0
1006412,1,0,0,1,0,0
1006419,1,0,0,1,0,0
1006428,1,0,0,1,0,0
1012993,1,0,0,1,0,0
1013021,1,0,0,1,0,0
1013038,1,0,0,1,0,0
1013051,1,0,1,1,0,0
1071903,0,0,1,1,0,0
101102,1,0,0,1,0,0
1011123,1,0,0,1,0,1
10102,1,0,0,1,0,1
1011200,1,0,0,1,0,0
1011255,1,0,1,1,0,0
1011279,1,0,1,1,0,0
1011294,1,0,0,1,0,0
1011345,1,0,0,1,0,0
1011346,1,0,1,1,0,0
1003335,1,1,0,1,0,0
1003368,1,0,0,1,0,0
1003379,1,0,0,1,0,0
1003386,1,0,0,1,0,0
1003412,1,0,1,1,0,0
1047818,1,0,0,1,0,0
1047822,1,0,0,1,0,0
1047845,1,0,0,1,0,0
1000085,1,0,0,1,0,0
1000114,1,0,0,1,0,0
1000147,1,0,0,1,0,0
1000165,1,0,0,1,0,0
1000167,1,0,1,1,0,0
100008,1,0,0,1,0,0
1000250,1,0,0,1,0,0
1000285,1,1,0,1,0,0
1014568,1,0,0,1,0,0
1036507,1,0,0,1,0,1
3783266,1,0,1,1,0,0
3783301,1,0,0,1,0,0
3783336,1,0,0,1,0,1
3783359,1,0,0,1,0,0
3783380,1,0,0,1,0,0
101979,1,0,0,1,0,1
1019909,1,0,0,1,0,1
1019914,1,0,0,1,0,1
1019926,1,0,0,1,0,0
1019936,1,0,1,1,0,0
1019959,1,0,0,1,0,1
1020140,1,0,0,1,0,0
1020145,0,0,1,1,0,0
1020147,1,0,0,1,0,0
1026003,1,0,0,1,0,0
103226,1,0,0,1,0,0
1032353,1,0,0,1,0,0
1032359,1,0,0,1,0,0
1032360,1,0,0,1,0,0
1032430,1,0,0,1,0,0
1032477,1,0,0,1,0,0
1092529,1,0,0,1,0,0
109250,1,0,0,1,0,0
1092605,1,0,0,1,0,0
1005904,1,1,1,1,1,0
1005913,1,0,0,1,0,0
105837,1,0,0,1,0,0
1092608,1,0,0,1,0,0
1017572,1,0,0,1,0,0
1017701,1,0,0,1,0,0
1017708,1,0,0,1,0,0
3784589,1,0,0,0,0,0
3784598,1,0,0,0,0,0
3753277,1,0,0,1,0,0
3753283,1,0,0,1,0,0
3753291,1,0,0,1,0,1
3770440,1,0,0,1,0,0
1026393,1,0,0,1,0,0
1026416,1,0,0,1,0,0
1026479,1,0,1,1,0,0
102639,1,0,0,1,0,0
2167938,1,0,0,1,0,0
2167967,1,0,0,1,0,0
2167987,1,0,0,1,0,0
2167994,1,0,0,1,0,0
2168023,1,1,0,1,0,0
216794,1,0,0,1,0,0
2168043,1,0,0,1,0,0
217476,1,0,1,1,0,0
2174870,1,0,0,1,0,0
2174873,1,0,0,1,0,0
2174886,1,0,0,1,0,0
2174930,1,0,0,1,0,0
2174932,1,0,0,1,0,0
2174951,1,0,0,1,0,0
2823761,1,0,0,1,0,0
2823801,1,0,0,1,0,0
2829418,1,0,0,1,0,0
2829430,1,0,0,1,0,0
2829459,1,0,0,1,0,0
2829479,1,0,0,1,0,0
282948,1,0,0,1,0,1
2829592,1,0,0,1,0,0
1001530,1,0,0,1,0,1
1006030,1,0,1,1,0,1
1086351,1,0,0,1,0,0
1086378,1,0,0,1,0,0
